"cpd","compoundclass","ko","referenceAG","compoundname","genesymbol","genename","enzyme_activity"
"C00067","Aliphatic","K07420","IARC1","Formaldehyde","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C00829","Polyaromatic","K07420","EPC","Naphthalene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C00829","Polyaromatic","K07420","WFD","Naphthalene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C00829","Polyaromatic","K07420","EPA","Naphthalene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C00829","Polyaromatic","K07420","CONAMA","Naphthalene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C00829","Polyaromatic","K07420","IARC2B","Naphthalene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C00829","Polyaromatic","K07420","ATSDR","Naphthalene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C06604","Organophosphorus","K07420","ATSDR","Parathion","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C06604","Organophosphorus","K07420","IARC2B","Parathion","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C06604","Nitrogen-containing","K07420","ATSDR","Parathion","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C06604","Nitrogen-containing","K07420","IARC2B","Parathion","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C06604","Aromatic","K07420","ATSDR","Parathion","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C06604","Aromatic","K07420","IARC2B","Parathion","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C06790","Chlorinated","K07420","PSL","Trichloroethene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C06790","Chlorinated","K07420","EPC","Trichloroethene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C06790","Chlorinated","K07420","ATSDR","Trichloroethene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C06790","Chlorinated","K07420","IARC1","Trichloroethene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C06790","Chlorinated","K07420","CONAMA","Trichloroethene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C06790","Chlorinated","K07420","EPA","Trichloroethene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C06790","Aliphatic","K07420","PSL","Trichloroethene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C06790","Aliphatic","K07420","EPC","Trichloroethene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C06790","Aliphatic","K07420","ATSDR","Trichloroethene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C06790","Aliphatic","K07420","IARC1","Trichloroethene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C06790","Aliphatic","K07420","CONAMA","Trichloroethene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C06790","Aliphatic","K07420","EPA","Trichloroethene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C06800","Aromatic","K07420","IARC1","Aflatoxin B1","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C07108","Polyaromatic","K07420","IARC1","Tamoxifen","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C07108","Nitrogen-containing","K07420","IARC1","Tamoxifen","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C07535","Polyaromatic","K07420","EPA","Benzo[a]pyrene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C07535","Polyaromatic","K07420","ATSDR","Benzo[a]pyrene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C07535","Polyaromatic","K07420","IARC1","Benzo[a]pyrene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C07535","Polyaromatic","K07420","WFD","Benzo[a]pyrene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C07535","Polyaromatic","K07420","EPC","Benzo[a]pyrene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C07535","Polyaromatic","K07420","PSL","Benzo[a]pyrene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C07535","Polyaromatic","K07420","CONAMA","Benzo[a]pyrene","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C14866","Chlorinated","K07420","IARC2A","Chloral","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C14866","Aliphatic","K07420","IARC2A","Chloral","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C16453","Nitrogen-containing","K07420","IARC1","4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C16453","Aliphatic","K07420","IARC1","4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C16756","Aromatic","K07420","IARC2B","Aflatoxin M1","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C16756","Aromatic","K07420","IARC1","Aflatoxin M1","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C19585","Aromatic","K07420","IARC1","Aflatoxin Q1","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C19586","Aromatic","K07420","IARC1","Aflatoxin B1-exo-8,9-epoxide","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C19594","Aromatic","K07420","IARC1","Aflatoxin-M1-8,9-epoxide","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C19595","Aromatic","K07420","IARC1","Aflatoxin B1-endo-8,9-epoxide","CYP2S1","cytochrome P450 family 2 subfamily S1","cytochrome P450"
"C00067","Aliphatic","K07424","ATSDR","Formaldehyde","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C00067","Aliphatic","K07424","PSL","Formaldehyde","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C00067","Aliphatic","K07424","IARC1","Formaldehyde","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C00829","Polyaromatic","K07424","EPC","Naphthalene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C00829","Polyaromatic","K07424","CONAMA","Naphthalene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C00829","Polyaromatic","K07424","WFD","Naphthalene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C00829","Polyaromatic","K07424","ATSDR","Naphthalene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C00829","Polyaromatic","K07424","IARC2B","Naphthalene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C00829","Polyaromatic","K07424","EPA","Naphthalene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C06604","Organophosphorus","K07424","IARC2B","Parathion","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C06604","Organophosphorus","K07424","ATSDR","Parathion","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C06604","Nitrogen-containing","K07424","IARC2B","Parathion","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C06604","Nitrogen-containing","K07424","ATSDR","Parathion","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C06604","Aromatic","K07424","IARC2B","Parathion","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C06604","Aromatic","K07424","ATSDR","Parathion","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C06790","Chlorinated","K07424","PSL","Trichloroethene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C06790","Chlorinated","K07424","ATSDR","Trichloroethene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C06790","Chlorinated","K07424","CONAMA","Trichloroethene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C06790","Chlorinated","K07424","EPC","Trichloroethene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C06790","Chlorinated","K07424","IARC1","Trichloroethene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C06790","Chlorinated","K07424","EPA","Trichloroethene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C06790","Aliphatic","K07424","PSL","Trichloroethene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C06790","Aliphatic","K07424","ATSDR","Trichloroethene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C06790","Aliphatic","K07424","CONAMA","Trichloroethene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C06790","Aliphatic","K07424","EPC","Trichloroethene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C06790","Aliphatic","K07424","IARC1","Trichloroethene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C06790","Aliphatic","K07424","EPA","Trichloroethene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C06800","Aromatic","K07424","IARC1","Aflatoxin B1","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C07108","Polyaromatic","K07424","IARC1","Tamoxifen","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C07108","Nitrogen-containing","K07424","IARC1","Tamoxifen","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C07535","Polyaromatic","K07424","IARC1","Benzo[a]pyrene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C07535","Polyaromatic","K07424","EPC","Benzo[a]pyrene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C07535","Polyaromatic","K07424","ATSDR","Benzo[a]pyrene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C07535","Polyaromatic","K07424","EPA","Benzo[a]pyrene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C07535","Polyaromatic","K07424","CONAMA","Benzo[a]pyrene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C07535","Polyaromatic","K07424","WFD","Benzo[a]pyrene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C07535","Polyaromatic","K07424","PSL","Benzo[a]pyrene","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C14866","Chlorinated","K07424","IARC2A","Chloral","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C14866","Aliphatic","K07424","IARC2A","Chloral","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C16453","Nitrogen-containing","K07424","IARC1","4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C16453","Aliphatic","K07424","IARC1","4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C16756","Aromatic","K07424","IARC2B","Aflatoxin M1","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C16756","Aromatic","K07424","IARC1","Aflatoxin M1","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C19585","Aromatic","K07424","IARC1","Aflatoxin Q1","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C19586","Aromatic","K07424","IARC1","Aflatoxin B1-exo-8,9-epoxide","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C19594","Aromatic","K07424","IARC1","Aflatoxin-M1-8,9-epoxide","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C19595","Aromatic","K07424","IARC1","Aflatoxin B1-endo-8,9-epoxide","CYP3A","cytochrome P450 family 3 subfamily A","cytochrome P450"
"C00067","Aliphatic","K07426","ATSDR","Formaldehyde","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C00067","Aliphatic","K07426","PSL","Formaldehyde","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C00067","Aliphatic","K07426","IARC1","Formaldehyde","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C00829","Polyaromatic","K07426","ATSDR","Naphthalene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C00829","Polyaromatic","K07426","EPC","Naphthalene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C00829","Polyaromatic","K07426","CONAMA","Naphthalene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C00829","Polyaromatic","K07426","WFD","Naphthalene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C00829","Polyaromatic","K07426","IARC2B","Naphthalene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C00829","Polyaromatic","K07426","EPA","Naphthalene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C06604","Organophosphorus","K07426","ATSDR","Parathion","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C06604","Organophosphorus","K07426","IARC2B","Parathion","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C06604","Nitrogen-containing","K07426","ATSDR","Parathion","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C06604","Nitrogen-containing","K07426","IARC2B","Parathion","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C06604","Aromatic","K07426","ATSDR","Parathion","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C06604","Aromatic","K07426","IARC2B","Parathion","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C06790","Chlorinated","K07426","EPC","Trichloroethene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C06790","Chlorinated","K07426","ATSDR","Trichloroethene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C06790","Chlorinated","K07426","PSL","Trichloroethene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C06790","Chlorinated","K07426","IARC1","Trichloroethene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C06790","Chlorinated","K07426","CONAMA","Trichloroethene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C06790","Chlorinated","K07426","EPA","Trichloroethene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C06790","Aliphatic","K07426","EPC","Trichloroethene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C06790","Aliphatic","K07426","ATSDR","Trichloroethene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C06790","Aliphatic","K07426","PSL","Trichloroethene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C06790","Aliphatic","K07426","IARC1","Trichloroethene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C06790","Aliphatic","K07426","CONAMA","Trichloroethene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C06790","Aliphatic","K07426","EPA","Trichloroethene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C06800","Aromatic","K07426","IARC1","Aflatoxin B1","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C07108","Polyaromatic","K07426","IARC1","Tamoxifen","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C07108","Nitrogen-containing","K07426","IARC1","Tamoxifen","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C07535","Polyaromatic","K07426","EPC","Benzo[a]pyrene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C07535","Polyaromatic","K07426","EPA","Benzo[a]pyrene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C07535","Polyaromatic","K07426","IARC1","Benzo[a]pyrene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C07535","Polyaromatic","K07426","ATSDR","Benzo[a]pyrene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C07535","Polyaromatic","K07426","WFD","Benzo[a]pyrene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C07535","Polyaromatic","K07426","PSL","Benzo[a]pyrene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C07535","Polyaromatic","K07426","CONAMA","Benzo[a]pyrene","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C14866","Chlorinated","K07426","IARC2A","Chloral","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C14866","Aliphatic","K07426","IARC2A","Chloral","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C16453","Nitrogen-containing","K07426","IARC1","4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C16453","Aliphatic","K07426","IARC1","4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C16756","Aromatic","K07426","IARC1","Aflatoxin M1","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C16756","Aromatic","K07426","IARC2B","Aflatoxin M1","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C19585","Aromatic","K07426","IARC1","Aflatoxin Q1","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C19586","Aromatic","K07426","IARC1","Aflatoxin B1-exo-8,9-epoxide","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C19594","Aromatic","K07426","IARC1","Aflatoxin-M1-8,9-epoxide","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C19595","Aromatic","K07426","IARC1","Aflatoxin B1-endo-8,9-epoxide","CYP4B1","cytochrome P450 family 4 subfamily B1","cytochrome P450"
"C00067","Aliphatic","K07428","ATSDR","Formaldehyde","CYP4X","cytochrome P450 family 4 subfamily X","cytochrome P450"
"C00067","Aliphatic","K07428","PSL","Formaldehyde","CYP4X","cytochrome P450 family 4 subfamily X","cytochrome P450"
"C00067","Aliphatic","K07428","IARC1","Formaldehyde","CYP4X","cytochrome P450 family 4 subfamily X","cytochrome P450"
"C00829","Polyaromatic","K07428","WFD","Naphthalene","CYP4X","cytochrome P450 family 4 subfamily X","cytochrome P450"
"C00829","Polyaromatic","K07428","ATSDR","Naphthalene","CYP4X","cytochrome P450 family 4 subfamily X","cytochrome P450"
"C00829","Polyaromatic","K07428","EPC","Naphthalene","CYP4X","cytochrome P450 family 4 subfamily X","cytochrome P450"
"C00829","Polyaromatic","K07428","CONAMA","Naphthalene","CYP4X","cytochrome P450 family 4 subfamily X","cytochrome P450"
"C00829","Polyaromatic","K07428","IARC2B","Naphthalene","CYP4X","cytochrome P450 family 4 subfamily X","cytochrome P450"
"C00829","Polyaromatic","K07428","EPA","Naphthalene","CYP4X","cytochrome P450 family 4 subfamily X","cytochrome P450"
"C06604","Organophosphorus","K07428","IARC2B","Parathion","CYP4X","cytochrome P450 family 4 subfamily X","cytochrome P450"
"C06604","Organophosphorus","K07428","ATSDR","Parathion","CYP4X","cytochrome P450 family 4 subfamily X","cytochrome P450"
"C06604","Nitrogen-containing","K07428","IARC2B","Parathion","CYP4X","cytochrome P450 family 4 subfamily X","cytochrome P450"
