"cpd";"compoundclass";"ko";"ec";"reaction";"referenceAG";"compoundname";"genesymbol";"genename";"enzyme_activity"
"C11278";"Nitrogen-containing";"K23790";"2.5.1.18";"R07002";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Nitrogen-containing";"K23790";"2.5.1.18";"R07113";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Nitrogen-containing";"K23790";"2.5.1.18";"R07092";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Nitrogen-containing";"K23790";"2.5.1.18";"R07091";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Nitrogen-containing";"K23790";"2.5.1.18";"R09409";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Nitrogen-containing";"K23790";"2.5.1.18";"R07070";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Nitrogen-containing";"K23790";"2.5.1.18";"R11905";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Nitrogen-containing";"K23790";"2.5.1.18";"R07100";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Nitrogen-containing";"K23790";"2.5.1.18";"R07094";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Nitrogen-containing";"K23790";"2.5.1.18";"R07093";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Nitrogen-containing";"K23790";"2.5.1.18";"R07116";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R07084";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R07026";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R07024";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R07003";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R07083";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R07025";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R07004";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R03522";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R08280";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R07069";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R07023";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R07002";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R07113";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R07092";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R07091";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R09409";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R07070";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R11905";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R07100";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R07094";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R07093";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Aromatic";"K23790";"2.5.1.18";"R07116";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R07084";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R07026";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R07024";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R07003";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R07083";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R07025";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R07004";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R03522";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R08280";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R07069";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R07023";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R07002";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R07113";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R07092";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R07091";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R09409";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R07070";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R11905";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R07100";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R07094";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R07093";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C11278";"Sulfur-containing";"K23790";"2.5.1.18";"R07116";"IARC1";"Aflatoxin B1exo-8,9-epoxide-GSH";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07003";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07023";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07004";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07002";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07070";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07116";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R08280";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07092";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07093";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07094";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07004";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07113";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R03522";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07025";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07026";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07069";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07069";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07100";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R11905";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07084";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07116";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07083";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07084";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07070";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07026";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07083";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07091";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07094";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07002";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07003";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R09409";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07024";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07003";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07004";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07025";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07024";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07100";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07116";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07023";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R03522";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07093";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07113";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07023";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07069";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07083";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07113";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07002";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R11905";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07091";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R08280";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07093";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07094";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07070";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07026";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07084";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07092";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R09409";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R11905";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07100";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07091";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07024";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R03522";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07025";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R07092";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R09409";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Organophosphorus";"K23790";"2.5.1.18";"R08280";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07003";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07023";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07004";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07002";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07070";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07116";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R08280";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07092";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07093";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07094";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07004";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07113";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R03522";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07025";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07026";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07069";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07069";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07100";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R11905";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07084";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07116";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07083";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07084";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07070";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07026";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07083";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07091";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07094";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07002";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07003";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R09409";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07024";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07003";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07004";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07025";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07024";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07100";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07116";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07023";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R03522";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07093";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07113";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07023";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07069";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07083";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07113";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07002";"EPC";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R11905";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07091";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R08280";"ATSDR";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07093";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
"C14322";"Chlorinated";"K23790";"2.5.1.18";"R07094";"WFD";"Chlorpyrifos";"GSTP";"glutathione S-transferase P";"S-transferase"
